id,start_date_local,name,type,moving_time,distance,elapsed_time,total_elevation_gain,max_speed,average_speed,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,device_watts,icu_average_watts,icu_normalized_watts,icu_joules,icu_intensity,icu_training_load,icu_training_load_edited,icu_rpe,pace,icu_fatigue,icu_fitness,icu_eftp,icu_variability,icu_efficiency,trainer,commute,race,sub_type,icu_ftp,icu_w_prime,p_max,threshold_pace,power_load,hr_load,pace_load,icu_resting_hr,lthr,hr_z1,hr_z2,hr_z3,hr_z4,hr_z5,hr_z6,hr_max,hr_z1_secs,hr_z2_secs,hr_z3_secs,hr_z4_secs,hr_z5_secs,hr_z6_secs,hr_z7_secs,z1_secs,z2_secs,z3_secs,z4_secs,z5_secs,z6_secs,z7_secs,sweet_spot_secs,icu_weight,icu_ignore_power,icu_ignore_hr,icu_ignore_time,icu_recording_time,icu_warmup_time,icu_cooldown_time,icu_hrrc,icu_hrrc_start_bpm,icu_power_spike_threshold,icu_pm_ftp,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,start_date,icu_sync_date,timezone,file_type,external_id,compliance,gear,description
i75444367,2025-04-24T15:17:07,"Canberra 跑步","Run",4337,11408.21,4563,222.0,3.023,2.628,true,150,136,83.4329,666,true,,,,56.77923,39,,2,2.630438,35.342754,25.299126,,,,,false,false,,,,,3.6630037,,39,69,44,193,162,172,181,191,198,203,210,4341,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,4355,300,300,,,,,,,,2025-04-24T05:17:07Z,2025-04-24T06:52:40Z,,"fit","18918940461",,"Do-Win 战神3",
i75283903,2025-04-23T17:30:40,"Canberra 跑步","Run",3450,10159.7,3464,202.0,3.508,2.942,true,168,150,81.53906,592,true,,,,66.0769,42,,3,2.9448407,34.781128,24.969,,,,,false,false,,,,,3.6630037,,42,67,43,193,162,172,181,191,198,203,210,3337,116,0,0,0,0,0,,,,,,,,,58.0,false,false,false,3463,300,300,,,,,,,,2025-04-23T07:30:40Z,2025-04-23T08:30:09Z,,"fit","18909493205",,"Do-Win 战神3",
i74928147,2025-04-21T11:50:15,"Canberra 跑步","Run",3440,9674.06,3447,248.0,3.424,2.811,true,172,152,83.056366,580,true,,,,68.56459,45,,2,2.8122265,38.843487,25.15038,,,,,false,false,,,,,3.6630037,,45,63,40,193,162,172,181,191,198,203,210,2869,573,0,0,0,0,0,,,,,,,,,58.0,false,false,false,3446,300,300,,,,,,,,2025-04-21T01:50:15Z,2025-04-21T03:02:39Z,,"fit","18887486642",,"Do-Win 战神3",
i74654389,2025-04-19T15:01:03,"Collector 跑步","Run",12147,31883.3,12234,466.0,3.518,2.624,true,181,160,83.5898,1981,true,,,,74.4086,187,,3,2.624788,43.717876,25.266579,,,,,false,false,,,,,3.6630037,,187,183,38,193,162,172,181,191,198,203,210,7116,3778,1257,0,0,0,0,,,,,,,,,58.0,false,false,false,12159,300,300,,,,,,,,2025-04-19T05:01:03Z,2025-04-19T08:26:51Z,,"fit","18870140329",,"Do-Win 战神3",
i74483367,2025-04-18T11:20:16,"Canberra 跑步","Run",3328,8957.77,3413,190.0,7.353,2.684,true,189,147,82.97823,545,true,,,,64.96459,40,,3,2.6916375,21.71476,21.369574,,,,,false,false,,,,,3.6630037,,40,56,37,193,162,172,181,191,198,203,210,2760,199,309,66,0,0,0,,,,,,,,,58.0,false,false,false,3412,300,300,,,,,,,,2025-04-18T01:20:16Z,2025-04-18T03:02:44Z,,"fit","18859559101",,"Do-Win 战神3",
i74230322,2025-04-16T20:08:48,"Canberra 跑步","Run",2782,8160.9,2812,158.0,5.076,2.931,true,144,119,84.22519,410,true,,,,46.66006,17,,2,2.933465,21.81021,21.424757,,,,,false,false,,,,,3.6630037,,17,55,42,193,162,172,181,191,198,203,210,2784,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2811,300,300,,,,,,,,2025-04-16T10:08:48Z,2025-04-16T10:56:41Z,,"fit","18843408941",,"Do-Win 战神3",
i73769107,2025-04-13T08:30:17,"Canberra 跑步","Run",5834,21314.97,5839,357.0,4.367,3.652,true,187,178,86.98337,1226,true,,,,87.44401,124,,4,3.6535773,30.006083,22.581478,,,,,false,false,,,,,3.6630037,,124,173,41,193,162,172,181,191,198,203,210,204,124,3664,1845,0,0,0,,,,,,,,,58.0,false,false,false,5838,300,300,,,,,,,,2025-04-12T22:30:17Z,2025-04-13T01:15:43Z,,"fit","18811377451",,"Do-Win 战神3",
i73199572,2025-04-09T17:32:20,"Canberra 跑步","Run",1363,5009.18,1364,127.0,4.115,3.672,true,182,169,83.93475,281,true,,,,81.259346,25,,3,3.675114,23.90386,21.628805,,,,,false,false,,,,,3.6630037,,25,42,42,193,162,172,181,191,198,203,210,225,447,689,3,0,0,0,,,,,,,,,58.0,false,false,false,1363,300,300,,,,,,,,2025-04-09T07:32:20Z,2025-04-09T08:04:52Z,,"fit","18774999931",,"Do-Win 战神3",
i72871744,2025-04-07T16:32:40,"Canberra 跑步","Run",1463,5013.42,1464,135.0,3.835,3.425,true,178,162,84.36178,288,true,,,,75.23034,23,,2,3.4268079,27.380478,22.066769,,,,,false,false,,,,,3.6630037,,23,40,40,193,162,172,181,191,198,203,210,431,859,175,0,0,0,0,,,,,,,,,58.0,false,false,false,1463,300,300,,,,,,,,2025-04-07T06:32:40Z,2025-04-07T07:04:35Z,,"fit","18754714681",,"Do-Win 战神3",
i72731290,2025-04-06T17:07:28,"Canberra 跑步","Run",1613,5476.53,1619,140.0,3.928,3.389,true,172,132,82.846344,285,true,,,,57.7707,15,,2,3.3952448,28.053165,22.044283,,,,,false,false,,,,,3.6630037,,15,43,40,193,162,172,181,191,198,203,210,1418,184,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1618,300,300,,,,,,,,2025-04-06T07:07:28Z,2025-04-06T07:42:16Z,,"fit","18744643374",,"Do-Win 战神3",
i72573583,2025-04-05T08:03:38,"Canberra 跑步","Run",1428,5012.61,1452,106.0,4.245,3.49,true,181,167,86.80156,288,true,,,,78.75671,25,,3,3.510231,30.057674,22.214016,,,,,false,false,,,,,3.6630037,,25,40,40,193,162,172,181,191,198,203,210,137,917,377,0,0,0,0,,,,,,,,,58.0,false,false,false,1451,300,300,,,,,,,,2025-04-04T21:03:38Z,2025-04-04T21:28:24Z,,"fit","18732545661",,"Do-Win 战神3",
i72458879,2025-04-04T18:19:58,"Canberra 跑步","Run",3063,10159.39,3064,234.0,4.283,3.316,true,179,165,81.86965,592,true,,,,77.42172,51,,2,3.3168101,30.834356,22.146887,,,,,false,false,,,,,3.6630037,,51,77,39,193,162,172,181,191,198,203,210,732,1992,341,0,0,0,0,,,,,,,,,58.0,false,false,false,3063,300,300,,,,,,,,2025-04-04T07:19:58Z,2025-04-04T08:16:51Z,,"fit","18726343130",,"Do-Win 战神3",
i72170311,2025-04-02T18:07:00,"Canberra - C2组强度课","Run",2445,8392.24,2483,108.0,4.572,3.38,true,179,161,80.83229,461,true,,,,74.240715,38,,3,3.432409,31.997147,21.968546,,,,,false,false,,,,,3.6630037,,38,62,43,193,162,172,181,191,198,203,210,1110,420,915,0,0,0,0,,,,,,,,,58.0,false,false,false,2482,300,300,,,,,,,,2025-04-02T07:07:00Z,2025-04-02T07:50:09Z,,"fit","18706595374",,"Do-Win 战神3",
i72048886,2025-04-01T18:04:45,"Canberra 步行","Walk",17939,2154.31,17939,9.0,5.001,0.12,true,127,92,56.17857,37,,,,,7.760856,3,,,0.120090865,31.075317,21.582264,,,,,false,false,,,,,,,3,,41,172,145,153,162,171,176,181,190,751,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,17931,1200,600,,,,,,,,2025-04-01T07:04:45Z,2025-04-01T13:44:58Z,,"fit","18699140765",,"Do-Win 战神2",
i72048876,2025-04-01T17:33:31,"Canberra 跑步","Run",1542,5030.43,1545,130.0,3.63,3.256,true,176,159,81.06246,287,true,,,,73.23042,23,,2,3.2622764,31.075317,21.582264,,,,,false,false,,,,,3.6630037,,23,37,41,193,162,172,181,191,198,203,210,833,632,78,0,0,0,0,,,,,,,,,58.0,false,false,false,1544,300,300,,,,,,,,2025-04-01T06:33:31Z,2025-04-01T13:44:53Z,,"fit","18699139699",,"Do-Win 战神3",
i71603320,2025-03-30T06:57:31,"Canberra 跑步","Run",7761,22989.01,8444,504.0,3.994,2.952,true,178,157,84.9213,1338,true,,,,72.3143,114,,4,2.9621196,36.746475,21.993282,,,,,false,false,,,,,3.6630037,,114,158,37,193,162,172,181,191,198,203,210,4445,2889,442,0,0,0,0,,,,,,,,,58.0,false,false,false,7848,300,300,,,,,,,,2025-03-29T19:57:31Z,2025-03-29T22:21:12Z,,"fit","18674778941",,"Do-Win 战神3",
i71365000,2025-03-28T18:22:46,"Canberra 跑步","Run",3179,10005.05,3181,239.0,3.611,3.145,true,177,161,83.43504,584,true,,,,75.23548,50,,3,3.1472318,28.7042,20.252876,,,,,false,false,,,,,3.6630037,,50,71,41,193,162,172,181,191,198,203,210,1168,1882,131,0,0,0,0,,,,,,,,,58.0,false,false,false,3180,300,300,,,,,,,,2025-03-28T07:22:46Z,2025-03-28T08:16:43Z,,"fit","18659233169",,"Do-Win 战神3",
i71074463,2025-03-26T17:54:26,"Canberra - D2组强度课","Run",4314,13757.3,4739,146.0,4.628,2.903,true,191,139,79.01417,721,true,,,,64.05464,54,,3,3.1889894,29.339668,20.00684,,,,,false,false,,,,,3.6630037,,54,94,43,193,162,172,181,191,198,203,210,2475,628,504,694,0,0,0,,,,,,,,,58.0,false,false,false,4738,300,300,,,,,,,,2025-03-26T06:54:26Z,2025-03-26T08:15:26Z,,"fit","18640167696",,"Do-Win 战神3",
i70927411,2025-03-25T19:02:11,"Canberra 跑步","Run",793,2698.52,808,54.0,4.955,3.387,true,175,160,81.87706,148,true,,,,73.16529,12,,2,3.4029257,25.552704,19.187767,,,,,false,false,,,,,3.6630037,,12,20,42,193,162,172,181,191,198,203,210,291,465,39,0,0,0,0,,,,,,,,,58.0,false,false,false,807,0,0,,,,,,,,2025-03-25T08:02:11Z,2025-03-25T08:16:23Z,,"fit","18630077492",,"Do-Win 战神3",
i70607013,2025-03-23T06:45:36,"Canberra 跑步","Run",7971,21831.49,9742,484.0,4.796,2.721,true,180,152,83.459114,1295,true,,,,68.50952,107,,2,2.7388647,31.877527,19.827465,,,,,false,false,,,,,3.6630037,,107,142,40,193,162,172,181,191,198,203,210,6254,1417,328,0,0,0,0,,,,,,,,,58.0,false,false,false,8207,300,300,,,,,,,,2025-03-22T19:45:36Z,2025-03-22T22:29:59Z,,"fit","18608667948",,"Do-Win 战神3",
i70591776,2025-03-22T22:07:24,"平静","Workout",663,,663,,,,true,101,63,,,,,,,23.319662,1,,,,20.341345,17.727022,,,,true,false,false,,,,,,,1,,38,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,662,0,0,,,,,,,,2025-03-22T11:07:24Z,2025-03-22T19:28:01Z,,"fit","18607767102",,,
i70498519,2025-03-22T18:34:22,"Canberra 跑步","Run",1788,5512.68,1793,168.0,3.882,3.076,true,180,164,80.757164,335,true,,,,77.63238,30,,4,3.0831544,20.341345,17.727022,,,,,false,false,,,,,3.6630037,,30,42,38,193,162,172,181,191,198,203,210,611,811,367,0,0,0,0,,,,,,,,,58.0,false,false,false,1792,300,300,,,,,,,,2025-03-22T07:34:22Z,2025-03-22T08:19:30Z,,"fit","18601270118",,"Do-Win 战神3",
i70071308,2025-03-19T17:17:23,"Canberra - C2组强度课","Run",2089,7042.08,2152,92.0,4.376,3.273,true,187,170,80.42329,404,true,,,,81.8203,40,,4,3.3710291,24.89037,18.281445,,,,,false,false,,,,,3.6630037,,40,51,39,193,162,172,181,191,198,203,210,454,493,504,637,0,0,0,,,,,,,,,58.0,false,false,false,2151,300,300,,,,,,,,2025-03-19T06:17:23Z,2025-03-19T06:54:48Z,,"fit","18572942148",,"Do-Win 战神3",
i69922847,2025-03-18T17:34:09,"Canberra 跑步","Run",2792,9180.44,2793,203.0,3.844,3.287,true,182,169,81.66822,529,true,,,,81.09212,51,,3,3.2881234,22.570059,17.758131,,,,,false,false,,,,,3.6630037,,51,68,39,193,162,172,181,191,198,203,210,335,1067,1384,7,0,0,0,,,,,,,,,58.0,false,false,false,2792,300,300,,,,,,,,2025-03-18T06:34:09Z,2025-03-18T07:21:57Z,,"fit","18563219243",,"Do-Win 战神3",
i69673360,2025-03-15T19:00:59,"傍晚行走","Walk",21206,4696.55,21206,31.0,2.305,0.221,true,142,76,54.251163,122,,,,,28.020868,46,,,0.22147268,24.224571,17.78418,,,,false,false,false,,,,,,,46,,40,172,145,153,162,171,176,181,190,21099,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,21091,1200,600,,,,,,,,2025-03-15T08:00:59Z,2025-03-16T11:24:06Z,,"fit","18546521314",,"Do-Win 战神2",
i69504003,2025-03-15T18:32:27,"傍晚跑步","Run",1642,5026.96,1648,101.0,3.714,3.057,true,175,161,81.2392,297,true,,,,75.38607,26,,,3.061486,24.224571,17.78418,,,,false,false,false,,,,,3.6630037,,26,34,40,193,162,172,181,191,198,203,210,564,1037,43,0,0,0,0,,,,,,,,,58.0,false,false,false,1647,300,300,,,,,,,,2025-03-15T07:32:27Z,2025-03-15T08:00:54Z,,"fit","18535795881",,"Do-Win 战神3","Temperature: 36.35°C\nFeels Like: 34.80°C\nWeather: 🌥️\nHumidity: 22%\nPressure: 935.94 hPa\nCloud: 60%\nWind Speed: 16.58 km/h\nVisibility: 24.13 KM\nAir Quality: \n    AQI: 💚\n    PM25: 0 μg/㎥\n    PM10: 0 μg/㎥\n    O3: 0 μg/㎥\n    SO2: 0 μg/㎥\n    NO2: 0 μg/㎥\n    CO: 0 mg/㎥\nUV: 🟢\nDSWRF: 240 W/m²\n"
i68756162,2025-03-10T07:04:02,"Canberra 跑步","Run",2801,10032.58,2808,209.0,5.123,3.579,true,184,176,85.73572,555,true,,,,85.50027,57,,3,3.5817852,29.905079,18.124315,,,,,false,false,,,,,3.6630037,,57,83,43,193,162,172,181,191,198,203,210,119,257,2096,330,0,0,0,,,,,,,,,58.0,false,false,false,2807,300,300,,,,,,,,2025-03-09T20:04:02Z,2025-03-09T20:52:43Z,,"fit","18487902768",,"Do-Win 战神3",
i68650231,2025-03-09T17:26:10,"Canberra 跑步","Run",5381,16414.28,5472,336.0,4.395,3.046,true,177,164,82.80953,953,true,,,,76.935585,89,,4,3.0504143,25.744247,17.187597,,,,,false,false,,,,,3.6630037,,89,116,39,193,162,172,181,191,198,203,210,1210,3986,194,0,0,0,0,,,,,,,,,58.0,false,false,false,5413,300,300,,,,,,,,2025-03-09T06:26:10Z,2025-03-09T07:58:45Z,,"fit","18479752911",,"Xtep 160x3.0 Pro",
i68136168,2025-03-05T18:32:10,"Canberra - D2组强度课","Run",2568,7422.27,2655,114.0,4.301,2.811,true,183,158,76.49228,428,true,,,,73.65984,40,,3,2.8902922,24.60764,16.601738,,,,,false,false,,,,,3.6630037,,40,47,39,193,162,172,181,191,198,203,210,1244,537,713,79,0,0,0,,,,,,,,,58.0,false,false,false,2654,300,300,,,,,,,,2025-03-05T07:32:10Z,2025-03-05T08:17:01Z,,"fit","18443260069",,"Xtep 160x3.0 Pro",
i67991818,2025-03-04T18:28:56,"Canberra 跑步","Run",1284,4006.25,1292,58.0,5.384,3.112,true,178,158,80.988335,232,true,,,,72.788864,19,,2,3.1201324,22.243912,16.03795,,,,,false,false,,,,,3.6630037,,19,27,40,193,162,172,181,191,198,203,210,722,522,43,0,0,0,0,,,,,,,,,58.0,false,false,false,1291,300,300,,,,,,,,2025-03-04T07:28:56Z,2025-03-04T07:50:50Z,,"fit","18433529209",,"Xtep 160x3.0 Pro",
i67867341,2025-03-03T17:58:02,"午后跑步","Run",1478,5010.6,1485,70.0,3.854,3.385,true,184,170,82.06558,287,true,,,,82.416336,28,,,3.390122,22.742064,15.966579,,,,false,false,false,,,,,3.6630037,,28,37,39,193,162,172,181,191,198,203,210,187,289,959,45,0,0,0,,,,,,,,,58.0,false,false,false,1484,300,300,,,,,,,,2025-03-03T06:58:02Z,2025-03-03T07:24:46Z,,"fit","18424279186",,"Xtep 160x3.0 Pro",
i67744140,2025-03-02T18:42:56,"Canberra 跑步","Run",5526,16534.6,5632,341.0,4.731,2.984,true,177,162,82.91277,968,true,,,,74.149414,86,,3,2.9921463,21.93463,15.676631,,,,,false,false,,,,,3.6630037,,86,114,44,193,162,172,181,191,198,203,210,2352,2976,207,0,0,0,0,,,,,,,,,58.0,false,false,false,5631,300,300,,,,,,,,2025-03-02T07:42:56Z,2025-03-02T09:17:40Z,,"fit","18415292497",,"Xtep 160x3.0 Pro",
i67608787,2025-03-01T19:19:37,"Canberra 跑步","Run",955,3006.33,962,52.0,3.742,3.135,true,181,167,80.14629,178,true,,,,79.80205,17,,3,3.1479895,12.096432,13.982173,,,,,false,false,,,,,3.6630037,,17,21,39,193,162,172,181,191,198,203,210,234,267,457,0,0,0,0,,,,,,,,,58.0,false,false,false,961,0,0,,,,,,,,2025-03-01T08:19:37Z,2025-03-01T08:36:02Z,,"fit","18406087327",,"Xtep 160x3.0 Pro",
i67257236,2025-02-26T18:02:05,"Canberra - D2组强度课","Run",2059,6020.07,2227,88.0,4.385,2.703,true,186,164,77.96081,374,true,,,,76.302704,36,,4,2.9237833,15.094821,14.587837,,,,,false,false,,,,,3.6630037,,36,38,41,193,162,172,181,191,198,203,210,493,737,461,355,0,0,0,,,,,,,,,58.0,false,false,false,2226,300,300,,,,,,,,2025-02-26T07:02:05Z,2025-02-26T07:39:44Z,,"fit","18379623447",,"Xtep 160x3.0 Pro",
i67254916,2025-02-26T17:57:01,"Canberra 步行","Walk",138,408.04,140,1.0,3.518,2.901,true,162,143,79.13513,23,,,,,,2,,,2.9568117,15.094821,14.587837,,,,,false,false,,,,,,,2,,41,172,145,153,162,171,176,181,190,28,27,81,0,0,0,0,,,,,,,,,58.0,false,false,false,139,0,0,,,,,,,,2025-02-26T06:57:01Z,2025-02-26T06:59:38Z,,"fit","18379395646",,"Do-Win 战神2",
i67254913,2025-02-26T17:51:17,"Canberra 步行","Walk",315,491.21,321,1.0,2.062,1.533,true,118,112,57.77778,25,,,,,,2,,,1.5593967,15.094821,14.587837,,,,,false,false,,,,,,,2,,41,172,145,153,162,171,176,181,190,319,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,320,0,0,,,,,,,,2025-02-26T06:51:17Z,2025-02-26T06:59:37Z,,"fit","18379395346",,"Do-Win 战神2",
i67106603,2025-02-25T00:09:58,"平静","Workout",662,,662,,,,true,182,72,,,,,,,33.003918,2,,,,11.270257,13.975525,,,,true,false,false,,,,,,,2,,40,172,145,153,162,171,176,181,190,636,4,1,4,3,14,1,,,,,,,,,58.0,false,false,false,661,0,0,,,,,,,,2025-02-24T13:09:58Z,2025-02-24T21:47:56Z,,"fit","18367576631",,,
i66770510,2025-02-22T18:54:39,"Canberra 步行","Walk",1627,1904.48,1979,14.0,2.351,0.962,true,147,110,55.15141,128,,,,,45.557346,11,,,1.170547,16.891853,15.010292,,,,,false,false,,,,,,,11,,42,172,145,153,162,171,176,181,190,1618,6,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1908,0,0,,,,,,,,2025-02-22T07:54:39Z,2025-02-22T08:28:18Z,,"fit","18342611363",,"Do-Win 战神2",
i66768205,2025-02-22T17:56:41,"Canberra 跑步","Run",3261,7763.22,3429,303.0,3.676,2.369,true,182,167,78.89743,555,true,,,,78.20642,57,,3,2.3806257,16.891853,15.010292,,,,,false,false,,,,,3.6630037,,57,52,42,193,162,172,181,191,198,203,210,705,1607,945,17,0,0,0,,,,,,,,,58.0,false,false,false,3355,300,300,,,,,,,,2025-02-22T06:56:41Z,2025-02-22T07:54:47Z,,"fit","18342419536",,"Xtep 160x3.0 Pro",
i66390761,2025-02-19T17:55:37,"Canberra 跑步","Run",2152,6251.46,2172,130.0,3.994,2.899,true,186,171,80.10429,399,true,,,,81.44254,40,,5,2.9049535,12.0342045,14.40329,,,,,false,false,,,,,3.6630037,,40,43,40,193,162,172,181,191,198,203,210,187,950,941,76,0,0,0,,,,,,,,,58.0,false,false,false,2171,300,300,,,,,,,,2025-02-19T06:55:37Z,2025-02-19T07:32:19Z,,"fit","18316655897",,"Xtep 160x3.0 Pro",
i66042040,2025-02-17T00:01:44,"平静","Workout",663,,663,,,,true,80,68,,,,,,,23.319662,1,,,,8.928175,14.118721,,,,true,false,false,,,,,,,1,,39,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,57.859,false,false,false,662,0,0,,,,,,,,2025-02-16T13:01:44Z,2025-02-16T13:13:02Z,,"fit","18292441925",,,
i65885208,2025-02-15T19:25:25,"Canberra 跑步","Run",1011,3038.81,1017,50.0,3.835,2.999,true,177,164,80.48317,193,true,,,,77.612,17,,3,3.0057468,11.703684,14.807305,,,,,false,false,,,,,3.6630037,,17,20,37,193,162,172,181,191,198,203,210,297,501,215,0,0,0,0,,,,,,,,,58.0,false,false,false,1016,0,0,,,,,,,,2025-02-15T08:25:25Z,2025-02-15T08:42:54Z,,"fit","18280588003",,"Xtep 160x3.0 Pro",
i65865024,2025-02-15T10:50:14,"平静","Workout",663,,663,,,,true,80,63,,,,,,,23.319662,1,,,,11.703684,14.807305,,,,true,false,false,,,,,,,1,,37,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,662,0,0,,,,,,,,2025-02-14T23:50:14Z,2025-02-15T00:01:35Z,,"fit","18278836240",,,
i65815106,2025-02-15T00:39:17,"平静","Workout",662,,662,,,,true,65,53,,,,,,,0.0,0,,,,11.703684,14.807305,,,,true,false,false,,,,,,,0,,37,172,145,153,162,171,176,181,190,663,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,661,0,0,,,,,,,,2025-02-14T13:39:17Z,2025-02-14T14:21:28Z,,"fit","18275170616",,,
i65767369,2025-02-14T17:56:20,"Canberra 跑步","Run",1734,5236.43,1735,78.0,3.49,3.019,true,179,167,80.236176,332,true,,,,80.2246,31,,3,3.019856,10.73679,14.754472,,,,,false,false,,,,,3.6630037,,31,35,37,193,162,172,181,191,198,203,210,274,924,538,0,0,0,0,,,,,,,,,58.0,false,false,false,1734,300,300,,,,,,,,2025-02-14T06:56:20Z,2025-02-14T07:25:46Z,,"fit","18272471543",,"Xtep 160x3.0 Pro",
i65139831,2025-02-09T18:11:31,"Canberra 步行","Walk",4021,5097.87,6314,37.0,3.779,0.807,true,107,77,55.401333,271,,,,,24.402433,9,,,1.2678115,13.502435,15.798197,,,,,false,false,,,,,,,9,,40,172,145,153,162,171,176,181,190,3862,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,5441,1200,600,,,,,,,,2025-02-09T07:11:31Z,2025-02-09T09:06:20Z,,"fit","18228469358",,"Do-Win 战神2",
i64999671,2025-02-08T10:30:30,"Canberra 步行","Walk",5215,6888.05,11017,45.0,6.252,0.625,true,121,83,53.958668,442,,,,,23.200808,15,,,1.320815,14.193851,15.962001,,,,,false,false,,,,,,,15,,41,172,145,153,162,171,176,181,190,5008,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,10032,1200,600,,,,,,,,2025-02-07T23:30:30Z,2025-02-08T02:34:24Z,,"fit","18218254191",,"Do-Win 战神2",
i64782355,2025-02-06T16:15:31,"Melbourne 步行","Walk",3220,4686.03,4006,59.0,3.984,1.17,true,124,102,55.95216,293,,,,,37.937847,16,,,1.4552888,16.230722,16.370348,,,,,false,false,,,,,,,16,,41,172,145,153,162,171,176,181,190,3198,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,4002,1200,600,,,,,,,,2025-02-06T05:15:31Z,2025-02-06T06:22:36Z,,"fit","18202105875",,"Do-Win 战神2",
i64672041,2025-02-05T22:02:58,"平静","Workout",663,,663,,,,true,75,65,,,,,,,0.0,0,,,,16.266153,16.379272,,,,true,false,false,,,,,,,0,,54,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,662,0,0,,,,,,,,2025-02-05T11:02:58Z,2025-02-05T11:14:18Z,,"fit","18194580659",,,
i64639983,2025-02-05T15:59:44,"Melbourne 步行","Walk",2154,2922.08,2963,14.0,4.899,0.986,true,115,94,55.357143,187,,,,,25.441093,5,,,1.3565831,16.266153,16.379272,,,,,false,false,,,,,,,5,,54,172,145,153,162,171,176,181,190,1953,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2781,0,0,,,,,,,,2025-02-05T04:59:44Z,2025-02-05T05:49:22Z,,"fit","18192723490",,"Do-Win 战神2",
i63790502,2025-01-29T18:45:54,"Melbourne 跑步","Run",1308,3730.0,1308,,,2.852,,,,,229,,,,,77.81418,22,,,2.851682,28.395962,17.263844,,,,true,false,false,,,,,3.6630037,,,22,44,193,162,172,181,191,198,203,210,,,,,,,,,,,,,,,,60.01,false,false,false,1308,300,300,,,,,,,,2025-01-29T07:45:54Z,2025-01-29T07:46:54Z,,"fit","18130356361",,"Do-Win 战神2",
i63546904,2025-01-27T18:44:55,"Melbourne 步行","Walk",1561,2105.34,1821,14.0,2.547,1.156,true,134,105,55.3663,124,,,,,42.55664,9,,,1.3487124,30.700964,17.118788,,,,,false,false,,,,,,,9,,40,172,145,153,162,171,176,181,190,1531,0,0,0,0,0,0,,,,,,,,,60.01,false,false,false,1789,0,0,,,,,,,,2025-01-27T07:44:55Z,2025-01-27T12:50:09Z,,"fit","18114297160",,"Do-Win 战神2",
i63520353,2025-01-27T18:02:51,"Melbourne 跑步","Run",2369,6674.06,2484,149.0,4.824,2.804,true,168,157,81.80535,412,true,,,,71.05987,34,,2,2.8172479,30.700964,17.118788,,,,,false,false,,,,,3.6630037,,34,45,40,193,162,172,181,191,198,203,210,1658,716,0,0,0,0,0,,,,,,,,,60.01,false,false,false,2424,300,300,,,,,,,,2025-01-27T07:02:51Z,2025-01-27T07:44:40Z,,"fit","18112461778",,"Xtep 160x3.0 Pro",
i63239176,2025-01-25T08:39:08,"Melbourne 步行","Walk",1243,2145.02,2222,117.0,10.208,0.965,true,131,96,55.45283,134,,,,,32.8798,6,,,1.7256799,33.236816,16.89263,,,,,false,false,,,,,,,6,,42,172,145,153,162,171,176,181,190,1199,0,0,0,0,0,0,,,,,,,,,60.01,false,false,false,1998,0,0,,,,,,,,2025-01-24T21:39:08Z,2025-01-24T22:16:52Z,,"fit","18092311296",,"Do-Win 战神2",
i63235190,2025-01-25T08:00:49,"Melbourne 跑步","Run",1409,5009.87,1417,122.0,5.272,3.551,true,194,175,86.00781,290,true,,,,85.865486,29,,3,3.5556211,33.236816,16.89263,,,,,false,false,,,,,3.6630037,,29,42,42,193,162,172,181,191,198,203,210,147,293,518,438,15,0,0,,,,,,,,,60.01,false,false,false,1416,300,300,,,,,,,,2025-01-24T21:00:49Z,2025-01-24T21:25:02Z,,"fit","18092029602",,"Xtep 160x3.0 Pro",
i63231714,2025-01-25T07:28:40,"Melbourne 步行","Walk",1355,2132.66,1525,11.0,3.023,1.398,true,99,90,59.78059,117,,,,,30.78948,4,,,1.5739187,33.236816,16.89263,,,,,false,false,,,,,,,4,,42,172,145,153,162,171,176,181,190,1351,0,0,0,0,0,0,,,,,,,,,60.01,false,false,false,1519,0,0,,,,,,,,2025-01-24T20:28:40Z,2025-01-24T20:54:35Z,,"fit","18091873516",,"Do-Win 战神2",
