id,start_date_local,name,type,moving_time,distance,elapsed_time,total_elevation_gain,max_speed,average_speed,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,device_watts,icu_average_watts,icu_normalized_watts,icu_joules,icu_intensity,icu_training_load,icu_training_load_edited,icu_rpe,pace,icu_fatigue,icu_fitness,icu_eftp,icu_variability,icu_efficiency,trainer,commute,race,sub_type,icu_ftp,icu_w_prime,p_max,threshold_pace,power_load,hr_load,pace_load,icu_resting_hr,lthr,hr_z1,hr_z2,hr_z3,hr_z4,hr_z5,hr_z6,hr_max,hr_z1_secs,hr_z2_secs,hr_z3_secs,hr_z4_secs,hr_z5_secs,hr_z6_secs,hr_z7_secs,z1_secs,z2_secs,z3_secs,z4_secs,z5_secs,z6_secs,z7_secs,sweet_spot_secs,icu_weight,icu_ignore_power,icu_ignore_hr,icu_ignore_time,icu_recording_time,icu_warmup_time,icu_cooldown_time,icu_hrrc,icu_hrrc_start_bpm,icu_power_spike_threshold,icu_pm_ftp,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,start_date,icu_sync_date,timezone,file_type,external_id,compliance,gear,description
i41080381,2024-05-31T22:02:49,"晚间跑步","Run",914,3013.26,915,0.0,4.124,3.29,true,185,172,79.96179,191,true,,,,97.2263,24,,3,3.2967834,14.3655615,10.280403,,,,,false,false,,,,,3.7735848,,24,19,40,176,148,156,165,174,181,185,201,54,7,105,298,397,55,0,,,,,,,,,58.0,false,false,false,914,0,0,16,182,,,,,,2024-05-31T14:02:49Z,2024-05-31T14:22:10Z,,"fit","15672427503",,"Xtep 160x3.0 Pro",
i40923345,2024-05-29T20:39:51,"锻炼（晚上）","StairStepper",2683,,3320,445.0,,0.0,true,190,171,,583,,,,,106.23213,80,,,,14.864896,10.189569,,,,true,false,false,,,,,,,80,,40,172,145,153,162,171,176,181,190,61,84,94,196,395,719,1015,,,,,,,,,58.0,false,false,false,2552,0,0,190,190,,,,,,2024-05-29T12:39:51Z,2024-05-29T13:39:49Z,,"fit","15638989471",,,
i40469392,2024-05-23T10:37:26,"晨间远足","Hike",3457,3489.67,24164,118.0,3.966,0.927,true,163,120,55.24,335,,,,,54.505722,34,,,1.0094503,9.932604,9.583015,,,,,false,false,,,,,,,34,,41,172,145,153,162,171,176,181,190,3531,149,98,6,0,0,0,,,,,,,,,58.0,false,false,false,4120,1200,600,,,,,,,,2024-05-23T02:37:26Z,2024-05-23T15:13:25Z,,"fit","15540939245",,"Do-Win 战神2",
i39954196,2024-05-17T21:40:48,"晚间骑行","Ride",1462,5963.2,1681,9.0,5.832,4.037,true,121,101,,108,,,,,43.428688,8,,1,4.0787964,12.739863,10.131822,,,,,false,false,,150,,,,,8,,42,172,138,153,160,171,176,181,198,1476,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1527,0,0,,,,,,,,2024-05-17T13:40:48Z,2024-05-17T14:09:14Z,,"fit","15438882642",,"bike",
i39946449,2024-05-17T18:30:52,"傍晚骑行","Ride",1786,7763.56,1996,6.0,6.821,4.308,true,153,123,,211,,,,,58.787754,18,,1,4.346898,12.739863,10.131822,,,,,false,false,,150,,,,,18,,42,172,138,153,160,171,176,181,198,1675,168,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1875,0,0,,,,,,,,2024-05-17T10:30:52Z,2024-05-17T11:07:00Z,,"fit","15436344546",,"bike",
i39791386,2024-05-15T20:14:17,"傍晚跑步","Run",1448,5024.44,1449,1.0,4.889,3.467,true,201,181,79.63285,313,true,,,,105.77261,45,,3,3.469917,12.347264,9.98439,,,,,false,false,,,,,3.7735848,,45,33,43,176,148,156,165,174,181,185,201,49,63,36,135,333,320,512,,,,,,,,,58.0,false,false,false,1448,300,300,,,,,,,,2024-05-15T12:14:17Z,2024-05-15T12:40:43Z,,"fit","15405360347",,"Xtep 160x3.0 Pro",
i39316928,2024-05-09T20:35:12,"傍晚跑步","Run",3444,10279.58,3445,8.0,3.424,2.984,true,184,170,80.366325,692,true,,,,94.813225,86,,3,2.9847794,14.979209,10.296279,,,,,false,false,,,,,3.7735848,,86,59,40,176,148,156,165,174,181,185,201,119,169,478,1248,1400,31,0,,,,,,,,,58.0,false,false,false,3444,300,300,,,,,,,,2024-05-09T12:35:12Z,2024-05-09T13:48:04Z,,"fit","15304510955",,"Xtep 160x3.0 Pro",
i39135733,2024-05-07T21:12:00,"晚间跑步","Run",1164,4010.79,1166,0.0,4.525,3.44,true,188,176,80.38468,253,true,,,,100.9823,33,,5,3.4456959,4.698356,8.676319,,,,,false,false,,,,,3.7735848,,33,27,42,176,148,156,165,174,181,185,201,62,22,57,231,284,292,217,,,,,,,,,58.0,false,false,false,1165,0,0,,,,,,,,2024-05-07T13:12:00Z,2024-05-07T13:34:46Z,,"fit","15269211788",,"Xtep 160x3.0 Pro",
i36982183,2024-04-09T17:42:40,"海淀区 跑步","Run",1367,5020.65,1368,10.0,4.787,3.669,true,191,162,83.157776,284,true,,,,91.79985,32,,3,3.6727505,16.670292,15.386877,,,,,false,false,,,,,3.7735848,,32,35,46,176,148,156,165,174,181,185,201,255,3,107,352,345,261,46,,,,,,,,,58.0,false,false,false,1367,300,300,,,,,,,,2024-04-09T09:42:40Z,2024-04-09T10:06:48Z,,"fit","14808992741",,"Xtep 160x3.0 Pro",
i36771553,2024-04-06T16:28:26,"海淀区 跑步","Run",1478,5012.4,1479,1.0,3.648,3.389,true,182,171,80.90582,321,true,,,,99.93232,41,,3,3.3913395,19.050722,15.717491,,,,,false,false,,,,,3.7735848,,41,32,42,172,145,153,162,171,176,181,201,78,14,86,249,527,523,3,,,,,,,,,58.0,false,false,false,1478,300,300,,,,,,,,2024-04-06T08:28:26Z,2024-04-06T16:09:00Z,,"fit","14757188165",,"Xtep 160x3.0 Pro",
i36637125,2024-04-04T13:24:34,"平谷区 徒步","Hike",1606,1477.26,13628,81.0,4.432,0.885,true,154,99,52.29043,116,,,,,41.391617,8,,,0.91983813,18.087994,15.472342,,,,,false,false,,,,,,,8,,42,172,145,153,162,171,176,181,190,1644,21,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1681,1200,600,,,,,,,,2024-04-04T05:24:34Z,2024-04-04T09:32:46Z,,"fit","14727380318",,"Do-Win 战神2",
i36471524,2024-04-02T15:48:04,"跑步","Run",1273,4413.22,1274,2.0,4.441,3.466,true,188,171,80.08314,267,true,,,,100.89933,36,,3,3.4667873,22.652735,16.029537,,,,,false,false,,,,,,,36,,42,172,145,153,162,171,176,181,201,79,1,49,154,398,496,98,,,,,,,,,58.0,false,false,false,1273,300,300,,,,,,,,2024-04-02T07:48:04Z,2024-04-02T08:13:08Z,,"fit","14694804035",,"Xtep 160x3.0 Pro",
i36468477,2024-04-02T14:27:25,"平静","Workout",101,,101,,,,,,,,,,,,,,,,,,22.652735,16.029537,,,,true,false,false,,,,,,,,,42,172,145,153,162,171,176,181,190,,,,,,,,,,,,,,,,58.0,false,false,false,100,0,0,,,,,,,,2024-04-02T06:27:25Z,2024-04-02T06:31:33Z,,"fit","14693893950",,,
i36254145,2024-03-30T17:20:56,"海淀区 跑步","Run",1418,5016.28,1421,3.0,4.74,3.53,true,190,176,81.20904,305,true,,,,104.40981,43,,3,3.5375738,27.416744,16.306654,,,,,false,false,,,,,,,43,,44,172,145,153,162,171,176,181,203,17,9,76,148,227,819,123,,,,,,,,,58.0,false,false,false,1420,300,300,,,,,,,,2024-03-30T09:20:56Z,2024-03-30T09:46:23Z,,"fit","14646905745",,"Xtep 160x3.0 Pro",
i36176052,2024-03-29T12:04:30,"海淀区 跑步","Run",1165,3681.9,1166,7.0,3.658,3.158,true,183,174,81.80826,238,true,,,,102.500916,34,,4,3.160429,25.0237,15.663472,,,,,false,false,,,,,,,34,,43,172,145,153,162,171,176,181,203,32,23,127,111,159,532,182,,,,,,,,,58.0,false,false,false,1165,0,0,,,,,,,,2024-03-29T04:04:30Z,2024-03-29T04:24:45Z,,"fit","14628924092",,"Xtep 160x3.0 Pro",
i35991271,2024-03-26T17:14:12,"Haidian Running","Run",1570,5007.7,1571,3.0,3.574,3.188,true,183,170,83.47774,323,true,,,,98.13548,42,,3,3.1896179,31.465029,15.964025,,,,,false,false,,,,,,,42,,43,172,145,153,162,171,176,181,203,37,12,52,671,606,168,24,,,,,,,,,58.0,false,false,false,1570,300,300,13,181,,,,,,2024-03-26T09:14:12Z,2024-03-26T11:57:27Z,,"fit","14588489095",,"Do-Win 战神2",
i35934121,2024-03-25T21:43:21,"Haidian Running","Run",1605,5024.86,1606,0.0,3.611,3.128,true,173,154,82.852684,308,true,,,,84.72054,32,,2,3.1307538,29.847225,15.336681,,,,,false,false,,,,,,,32,,43,172,145,153,162,171,176,181,203,381,47,861,291,27,0,0,,,,,,,,,58.0,false,false,false,1605,300,300,,,,,,,,2024-03-25T13:43:21Z,2024-03-25T14:22:00Z,,"fit","14575117814",,"Do-Win 战神2",
i35834015,2024-03-24T16:45:50,"Haidian Running","Run",2407,8016.83,2409,12.0,4.759,3.327,true,186,167,83.68774,499,true,,,,95.496605,61,,3,3.3306315,29.516634,14.935175,,,,,false,false,,,,,,,61,,43,172,145,153,162,171,176,181,203,90,108,726,760,119,239,367,,,,,,,,,58.0,false,false,false,2408,300,300,,,,,,,,2024-03-24T08:45:50Z,2024-03-24T09:28:33Z,,"fit","14555581521",,"Do-Win 战神2",
i35713409,2024-03-22T18:03:25,"Haidian Running","Run",4578,15030.31,4580,10.0,4.777,3.281,true,177,169,82.859955,949,true,,,,97.53458,121,,4,3.2831607,28.472164,14.158355,,,,,false,false,,,,,,,121,,43,172,145,153,162,171,176,181,203,36,58,172,2715,1587,11,0,,,,,,,,,58.0,false,false,false,4579,300,300,,,,,,,,2024-03-22T10:03:25Z,2024-03-22T11:22:42Z,,"fit","14527893401",,"Do-Win 战神2",
i35475614,2024-03-19T18:06:01,"Haidian Running","Run",450,2121.09,859,11.0,5.524,4.66,true,192,172,88.832565,98,true,,,,,13,,10,4.7135334,18.980118,12.148943,,,,,false,false,,,,,,,13,,43,172,145,153,162,171,176,181,203,55,22,40,45,41,86,164,,,,,,,,,58.0,false,false,false,455,0,0,,,,,,,,2024-03-19T10:06:01Z,2024-03-19T10:34:11Z,,"fit","14479344005",,"Do-Win 战神2",
i35472850,2024-03-19T17:20:12,"Haidian Running","Run",2608,8009.69,2609,42.0,3.956,3.071,true,185,173,81.99157,518,true,,,,102.42459,76,,3,3.0712001,18.980118,12.148943,,,,,false,false,,,,,,,76,,43,172,145,153,162,171,176,181,203,68,45,192,172,1043,883,205,,,,,,,,,58.0,false,false,false,2608,300,300,,,,,,,,2024-03-19T09:20:12Z,2024-03-19T10:04:42Z,,"fit","14478981021",,"Do-Win 战神2",
i35309420,2024-03-17T13:21:58,"Haidian Running","Run",131,605.71,133,1.0,4.787,4.533,true,194,179,86.63566,31,true,,,,,4,,4,4.6237407,9.4909725,10.545312,,,,,false,false,,,,,,,4,,43,172,145,153,162,171,176,181,203,0,1,14,16,17,25,59,,,,,,,,,58.0,false,false,false,132,0,0,,,,,,,,2024-03-17T05:21:58Z,2024-03-17T05:25:50Z,,"fit","14444267455",,"Do-Win 战神2",
i35309419,2024-03-17T12:59:39,"Haidian Running","Run",1263,4045.83,1266,5.0,3.826,3.194,true,189,173,79.892944,259,true,,,,102.61405,37,,3,3.203349,9.4909725,10.545312,,,,,false,false,,,,,,,37,,43,172,145,153,162,171,176,181,203,70,57,83,103,275,215,461,,,,,,,,,58.0,false,false,false,1265,300,300,,,,,,,,2024-03-17T04:59:39Z,2024-03-17T05:25:49Z,,"fit","14444267216",,"Do-Win 战神2",
i34958234,2024-03-12T17:28:10,"Haidian Running","Run",903,3018.59,905,1.0,3.947,3.336,true,187,165,81.40487,182,true,,,,95.70419,23,,4,3.3428462,8.238251,10.79187,,,,,false,false,,,,,,,23,,43,172,145,153,162,171,176,181,203,117,236,55,1,80,139,276,,,,,,,,,58.0,false,false,false,904,0,0,,,,,,,,2024-03-12T09:28:10Z,2024-03-12T09:46:56Z,,"fit","14368046099",,"Xtep 160x3.0 Pro",
i34588812,2024-03-07T18:28:40,"Haidian Cycling","Ride",1006,4060.35,1553,61.0,6.354,3.947,true,162,130,,140,,,,,64.49806,13,,2,4.0361333,10.5740595,11.546652,,,,,false,false,,150,,,,,13,,43,172,138,153,160,171,176,181,198,608,262,172,17,0,0,0,,,,,,,,,58.0,false,false,false,1125,0,0,,,,,,,,2024-03-07T10:28:40Z,2024-03-07T10:56:49Z,,"fit","14292685320",,"bike",
i34505979,2024-03-06T07:19:38,"Haidian Running","Run",1545,5015.1,1566,3.0,4.637,3.239,true,192,169,81.950775,319,true,,,,98.29212,42,,4,3.2460194,10.20152,11.511633,,,,,false,false,,,,,,,42,,43,172,145,153,162,171,176,181,203,65,7,159,709,85,412,123,,,,,,,,,58.0,false,false,false,1565,300,300,,,,,,,,2024-03-05T23:19:38Z,2024-03-06T10:16:39Z,,"fit","14276531196",,"Xtep 160x3.0 Pro",
i33962503,2024-02-28T20:12:37,"海淀区 跑步","Run",349,1661.78,630,0.0,5.011,4.667,true,184,173,87.261765,78,true,,,,,10,,6,4.7615476,12.532343,12.431979,,,,,false,false,,,,,,,10,,46,172,145,153,162,171,176,181,203,8,10,18,57,54,176,28,,,,,,,,,58.0,false,false,false,354,0,0,,,,,,,,2024-02-28T12:12:37Z,2024-02-28T12:24:38Z,,"fit","14170530273",,"Xtep 160x3.0 Pro",
i33960950,2024-02-28T20:03:12,"海淀区 步行","Walk",348,448.56,524,0.0,3.359,0.856,true,121,110,61.422222,44,,,,,,2,,,1.2889655,12.532343,12.431979,,,,,false,false,,,,,,,2,,46,172,145,153,162,171,176,181,190,344,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,522,0,0,,,,,,,,2024-02-28T12:03:12Z,2024-02-28T12:12:35Z,,"fit","14170350474",,"Do-Win 战神2",
i33958753,2024-02-28T19:22:48,"海淀区 跑步","Run",1985,5901.9,1987,0.0,3.779,2.97,true,182,171,79.45564,391,true,,,,99.84883,55,,4,2.9732494,12.532343,12.431979,,,,,false,false,,,,,,,55,,46,172,145,153,162,171,176,181,203,53,44,57,341,1348,138,5,,,,,,,,,58.0,false,false,false,1986,300,300,,,,,,,,2024-02-28T11:22:48Z,2024-02-28T11:59:00Z,,"fit","14170140886",,"Xtep 160x3.0 Pro",
i33209520,2024-02-18T16:41:21,"海淀区 跑步","Run",882,3007.67,883,2.0,3.863,3.407,true,188,171,81.28168,187,true,,,,101.01525,25,,3,3.4100566,15.076766,13.773888,,,,,false,false,,,,,,,25,,43,172,145,153,162,171,176,181,203,27,34,186,165,44,175,253,,,,,,,,,58.0,false,false,false,882,0,0,,,,,,,,2024-02-18T08:41:21Z,2024-02-18T08:57:37Z,,"fit","14014607948",,"Xtep 160x3.0 Pro",
i33143541,2024-02-17T17:00:15,"海淀区 跑步","Run",1536,5011.73,1537,1.0,4.078,3.26,true,191,174,80.4961,328,true,,,,104.955345,47,,4,3.262845,13.552905,13.503392,,,,,false,false,,,,,,,47,,43,172,145,153,162,171,176,181,203,48,42,149,206,283,239,570,,,,,,,,,58.0,false,false,false,1536,300,300,,,,,,,,2024-02-17T09:00:15Z,2024-02-17T09:45:17Z,,"fit","13999794645",,"Xtep 160x3.0 Pro",
i33085283,2024-02-16T16:18:27,"跑步","Run",1467,5005.33,1471,1.0,3.844,3.402,true,192,181,80.9421,325,true,,,,109.54451,49,,,3.4119496,8.416602,12.696283,,,,true,false,false,,,,,,,49,,43,172,145,153,162,171,176,181,203,8,9,11,86,292,287,774,,,,,,,,,58.0,false,false,false,1470,300,300,,,,,,,,2024-02-16T08:18:27Z,2024-02-17T01:03:23Z,,"fit","13985074931",,"Do-Win 战神2",
i32565705,2024-02-08T15:58:39,"Floor Climb","StairStepper",1423,,2000,347.0,,0.0,true,181,154,,264,,,,,88.55838,31,,,,5.937849,13.965495,,,,,false,false,,,,,,,31,,43,172,145,153,162,171,176,181,190,293,89,170,569,214,94,0,,,,,,,,,58.0,false,false,false,1423,0,0,14,178,,,,,,2024-02-08T07:58:39Z,2024-02-08T08:32:29Z,,"fit","13867183463",,,
i31316158,2024-01-21T15:53:00,"羽毛球","Walk",2562,,4088,,3.051,0.035,true,171,134,56.788887,347,,,,,67.13451,32,,,,23.696877,20.318274,,,,,false,false,,,,,,,32,,43,172,145,153,162,171,176,181,190,1850,435,245,35,0,0,0,,,,,,,,,58.0,false,false,false,2556,1200,600,,,,,,,,2024-01-21T07:53:00Z,2024-01-21T09:01:33Z,,"fit","13596279374",,,
i31252309,2024-01-20T16:11:33,"海淀区 跑步","Run",1457,5015.41,1459,0.0,3.891,3.439,true,177,166,81.971825,306,true,,,,95.58139,37,,,3.4422855,22.421806,20.0368,,,,,false,false,,,,,,,37,,43,172,145,153,162,171,176,181,203,59,3,97,913,381,5,0,,,,,,,,,58.0,false,false,false,1458,300,300,,,,,,,,2024-01-20T08:11:33Z,2024-01-20T08:37:58Z,,"fit","13581586171",,"Do-Win 战神2",
i31215059,2024-01-19T16:49:04,"海淀区 跑步","Run",117,426.9,119,0.0,3.676,3.563,true,170,153,84.86207,23,true,,,,,2,,,3.6487179,20.183105,19.628069,,,,,false,false,,,,,,,2,,43,172,145,153,162,171,176,181,203,19,29,51,19,0,0,0,,,,,,,,,58.0,false,false,false,118,0,0,,,,,,,,2024-01-19T08:49:04Z,2024-01-19T14:51:42Z,,"fit","13573049299",,"Do-Win 战神2",
i31215057,2024-01-19T16:33:36,"海淀区 跑步","Run",822,3188.98,842,0.0,4.955,3.872,true,185,175,83.64078,180,true,,,,105.496956,26,,,3.8795376,20.183105,19.628069,,,,,false,false,,,,,,,26,,43,172,145,153,162,171,176,181,203,16,2,17,156,210,141,298,,,,,,,,,58.0,false,false,false,841,0,0,12,185,,,,,,2024-01-19T08:33:36Z,2024-01-19T14:51:38Z,,"fit","13573048001",,"Do-Win 战神2",
i31070554,2024-01-17T16:04:12,"海淀区 跑步","Run",1493,5020.84,1494,0.0,4.684,3.359,true,184,168,82.03545,315,true,,,,96.97363,39,,,3.3629203,21.897783,19.894428,,,,,false,false,,,,,,,39,,43,172,145,153,162,171,176,181,203,34,35,166,790,394,58,18,,,,,,,,,58.0,false,false,false,1493,300,300,,,,,,,,2024-01-17T08:04:12Z,2024-01-17T08:44:52Z,,"fit","13541081499",,"Xtep 160x3.0 Pro",
i30984693,2024-01-16T16:51:07,"海淀区 跑步","Run",66,419.95,68,0.0,6.242,6.159,true,156,134,96.77778,11,true,,,,,1,,,6.362879,19.271482,19.434074,,,,,false,false,,,,,,,1,,43,172,145,153,162,171,176,181,203,41,23,3,0,0,0,0,,,,,,,,,58.0,false,false,false,67,0,0,,,,,,,,2024-01-16T08:51:07Z,2024-01-16T08:52:44Z,,"fit","13526314909",,"Xtep 160x3.0 Pro",
i30983994,2024-01-16T16:27:23,"海淀区 跑步","Run",963,3003.02,967,0.0,3.956,3.104,true,187,138,80.26625,172,true,,,,74.766716,15,,,3.1184008,19.271482,19.434074,,,,,false,false,,,,,,,15,,43,172,145,153,162,171,176,181,203,752,41,1,0,33,14,122,,,,,,,,,58.0,false,false,false,966,0,0,12,187,,,,,,2024-01-16T08:27:23Z,2024-01-16T08:46:22Z,,"fit","13526260960",,"Xtep 160x3.0 Pro",
i30837464,2024-01-14T16:11:04,"海淀区 跑步","Run",2935,10087.9,2936,0.0,7.203,3.436,true,189,177,81.396935,638,true,,,,105.64961,91,,,3.437104,22.81044,19.987082,,,,,false,false,,,,,,,91,,43,172,145,153,162,171,176,181,203,27,43,89,214,899,632,1033,,,,,,,,,58.0,false,false,false,2935,300,300,,,,,,,,2024-01-14T08:11:04Z,2024-01-14T09:02:30Z,,"fit","13496610757",,"Xtep 160x3.0 Pro",
i30782451,2024-01-13T15:14:33,"海淀区 跑步","Run",1474,5026.9,1475,8.0,3.602,3.407,true,184,171,81.322495,314,true,,,,102.47944,43,,,3.41038,12.33891,18.276009,,,,,false,false,,,,,,,43,,43,172,145,153,162,171,176,181,203,184,102,41,4,175,707,263,,,,,,,,,58.0,false,false,false,1474,300,300,,,,,,,,2024-01-13T07:14:33Z,2024-01-13T09:06:14Z,,"fit","13481950865",,"Xtep 160x3.0 Pro",
i30746711,2024-01-12T22:31:29,"朝阳区 骑行","Ride",1188,13945.03,2857,58.0,25.286,10.076,,,,,295,,,,,,,,,11.738241,7.6304398,17.680279,,,,,false,false,,150,,,,,,,44,172,138,153,160,171,176,181,198,,,,,,,,,,,,,,,,58.0,false,false,false,1524,0,0,,,,,,,,2024-01-12T14:31:29Z,2024-01-12T15:52:53Z,,"fit","13473567606",,"bike",
i30713717,2024-01-12T08:31:17,"海淀区 骑行","Ride",1020,4555.45,1241,3.0,6.0,4.412,true,158,136,,162,,,,,67.53581,14,,,4.466128,7.6304398,17.680279,,,,,false,false,,150,,,,,14,,44,172,138,153,160,171,176,181,198,530,446,54,0,0,0,0,,,,,,,,,58.0,false,false,false,1105,0,0,,,,,,,,2024-01-12T00:31:17Z,2024-01-12T00:57:44Z,,"fit","13465913154",,"bike",
i30597200,2024-01-10T16:22:23,"海淀区 跑步","Run",1418,5224.66,1419,1.0,4.796,3.683,true,196,182,83.16102,323,true,,,,111.535,49,,,3.6845276,7.6738586,18.197102,,,,,false,false,,,,,,,49,,43,172,145,153,162,171,176,181,203,36,8,97,18,1,121,1138,,,,,,,,,58.0,false,false,false,1418,300,300,10,196,,,,,,2024-01-10T08:22:23Z,2024-01-10T09:43:12Z,,"fit","13440107620",,"Xtep 160x3.0 Pro",
i29378146,2023-12-22T15:42:11,"海淀区 跑步","Run",1132,5003.85,1133,1.0,4.917,4.416,true,192,186,85.796295,272,true,,,,115.572014,42,,,4.4203625,17.371115,26.794373,,,,,false,false,,,,,,,42,,43,172,145,153,162,171,176,181,203,0,0,28,13,20,50,1023,,,,,,,,,58.0,false,false,false,1132,0,0,,,,,,,,2023-12-22T07:42:11Z,2023-12-22T08:10:25Z,,"fit","13187436211",,"Xtep 160x3.0 Pro",
i28913813,2023-12-14T11:09:59,"海淀区 跑步","Run",3010,10255.93,3045,2.0,4.367,3.406,true,184,167,84.01295,624,true,,,,95.96511,77,,,3.4072857,36.938675,31.22098,,,,,false,false,,,,,,,77,,43,172,145,153,162,171,176,181,203,86,198,222,1705,678,87,37,,,,,,,,,58.0,false,false,false,3010,300,300,10,178,,,,,,2023-12-14T03:09:59Z,2023-12-14T04:11:44Z,,"fit","13093373123",,"Xtep 160x3.0 Pro",
i28812601,2023-12-12T16:52:37,"海淀区 跑步","Run",2610,8613.51,2612,12.0,4.581,3.297,true,172,156,83.67486,520,true,,,,86.286865,54,,,3.3001952,35.514412,30.843622,,,,,false,false,,,,,,,54,,43,172,145,153,162,171,176,181,203,200,302,1741,362,6,0,0,,,,,,,,,58.0,false,false,false,2611,300,300,,,,,,,,2023-12-12T08:52:37Z,2023-12-12T09:40:16Z,,"fit","13071090006",,"Xtep 160x3.0 Pro",
i28717666,2023-12-10T16:49:36,"海淀区 跑步","Run",2431,9006.81,2432,1.0,4.189,3.704,true,185,167,83.77018,515,true,,,,95.81966,62,,,3.7049813,37.69351,31.015404,,,,,false,false,,,,,,,62,,43,172,145,153,162,171,176,181,203,29,11,287,1733,223,29,119,,,,,,,,,58.0,false,false,false,2431,300,300,10,177,,,,,,2023-12-10T08:49:36Z,2023-12-10T09:39:07Z,,"fit","13046756202",,"Xtep 160x3.0 Pro",
i28574262,2023-12-07T17:28:38,"海淀区 跑步","Run",2023,7172.55,2024,0.0,5.636,3.544,true,175,159,82.597725,414,true,,,,88.48704,44,,,3.5455017,45.192158,31.745066,,,,,false,false,,,,,,,44,,43,172,145,153,162,171,176,181,203,161,141,791,927,4,0,0,,,,,,,,,58.0,false,false,false,2023,300,300,,,,,,,,2023-12-07T09:28:38Z,2023-12-07T10:04:28Z,,"fit","13012372220",,"Xtep 160x3.0 Pro",
i28454704,2023-12-05T11:03:48,"海淀区 跑步","Run",2970,10015.42,2971,3.0,5.225,3.371,true,186,159,85.81124,592,true,,,,88.0771,64,,,3.3721952,52.34328,32.20757,,,,,false,false,,,,,,,64,,43,172,145,153,162,171,176,181,203,103,888,1276,447,40,129,89,,,,,,,,,58.0,false,false,false,2970,300,300,23,185,,,,,,2023-12-05T03:03:48Z,2023-12-05T03:56:11Z,,"fit","12985267577",,"Xtep 160x3.0 Pro",
i28417622,2023-12-04T19:20:47,"Floor Climb","StairStepper",1758,,2195,226.0,,0.0,true,169,149,,314,,,,,83.51263,34,,,,50.55322,31.441525,,,,true,false,false,,,,,,,34,,43,172,145,153,162,171,176,181,190,382,185,489,707,0,0,0,,,,,,,,,58.0,false,false,false,1755,0,0,,,,,,,,2023-12-04T11:20:47Z,2023-12-04T12:05:10Z,,"fit","12976808533",,,
i28356844,2023-12-03T17:53:12,"海淀区 跑步","Run",1446,5019.47,1447,0.0,3.704,3.47,true,172,164,82.00622,301,true,,,,93.34716,35,,,3.4712796,53.095215,31.379877,,,,,false,false,,,,,,,35,,43,172,145,153,162,171,176,181,203,12,53,330,1043,10,0,0,,,,,,,,,58.0,false,false,false,1446,300,300,,,,,,,,2023-12-03T09:53:12Z,2023-12-03T10:19:11Z,,"fit","12963480000",,"Xtep 160x3.0 Pro",
i28300562,2023-12-02T14:05:16,"海淀区 跑步","Run",6116,20545.32,6675,46.0,4.208,3.143,true,176,157,85.946915,1235,true,,,,84.94364,131,,,3.3592741,55.87401,31.29265,,,,,false,false,,,,,,,131,,43,172,145,153,162,171,176,181,203,556,594,2347,2558,44,0,0,,,,,,,,,58.0,false,false,false,6536,300,300,11,172,,,,,,2023-12-02T06:05:16Z,2023-12-02T08:00:57Z,,"fit","12949852405",,"Xtep 160x3.0 Pro",
i28251619,2023-12-01T10:18:45,"海淀区 跑步","Run",3889,12850.35,3997,41.0,4.619,3.215,true,176,146,88.039536,750,true,,,,77.69193,67,,,3.3042812,44.337284,28.890179,,,,,false,false,,,,,,,67,,43,172,145,153,162,171,176,181,203,1756,502,1094,508,26,0,0,,,,,,,,,58.0,false,false,false,3996,300,300,14,172,,,,,,2023-12-01T02:18:45Z,2023-12-01T03:31:14Z,,"fit","12937893506",,"Xtep 160x3.0 Pro",
i28144757,2023-11-29T08:20:03,"海淀区 - 冬训C2组周三专项课","Run",3380,12009.56,3381,28.0,3.966,3.553,true,171,163,85.647545,674,true,,,,91.146545,78,,3,3.5531242,47.131306,28.645905,,,,,false,false,,,,,,,78,,43,172,145,153,162,171,176,181,203,0,45,1506,1831,0,0,0,,,,,,,,,58.0,false,false,false,3380,300,300,,,,,,,,2023-11-29T00:20:03Z,2023-11-29T01:21:16Z,,"fit","12912952030",,"Xtep 160x3.0 Pro",
i28090447,2023-11-28T11:28:33,"海淀区 跑步","Run",3007,10024.37,3008,8.0,5.496,3.332,true,188,161,84.49069,604,true,,,,90.227516,68,,,3.333678,42.390953,27.456707,,,,,false,false,,,,,,,68,,43,172,145,153,162,171,176,181,203,114,44,1441,1343,12,19,34,,,,,,,,,58.0,false,false,false,3007,300,300,,,,,,,,2023-11-28T03:28:33Z,2023-11-28T04:22:54Z,,"fit","12900731584",,"Xtep 160x3.0 Pro",
i27988484,2023-11-26T16:30:31,"海淀区 跑步","Run",1559,5129.65,1561,0.0,4.255,3.286,true,171,157,84.810776,312,true,,,,85.933784,32,,,3.2903464,44.36415,27.117844,,,,,false,false,,,,,,,32,,43,172,145,153,162,171,176,181,203,103,321,762,374,0,0,0,,,,,,,,,58.0,false,false,false,1560,300,300,,,,,,,,2023-11-26T08:30:31Z,2023-11-26T09:36:12Z,,"fit","12877629642",,"Xtep 160x3.0 Pro",
